idx,Model ID,Mean,ade_corpus_v2,anli,aqua_rat,arc_challenge,arc_easy,banking77,boolean_expressions,circa,clinc_oos,commonsense_qa,cryptonews_articles,disfl_qa,elementary_math_qa_question_only,formal_fallacies_syllogisms_negation,glue_cola,glue_mnli,glue_mrpc,glue_qnli,glue_qqp,glue_sst2,gsm8k,hyperbaton,intersect_geometry,machine_paraphrase_dataset,medmcqa,mmlu_combined,mmlu_pro,mnist_ascii,multistep_arithmetic,object_counting,openmathinstruct_2,overruling,qa_wikidata,qasc,quail,race_high,reasoning_about_colored_objects,sciq,sports_understanding,stackoverflow_questions,super_glue_boolq,super_glue_copa,super_glue_rte,super_glue_wic,super_glue_wsc,temporal_sequences,toxic_chat,tracking_shuffled_objects,tweet_eval_hate,tweet_topic_single,twitter_complaints,twitter_financial_news_sentiment,typescript_chunks,unarxive_imrad_clf,unit_conversion_si_conversion,web_of_lies,xnli_de,xnli_en,xnli_es,xnli_fr,xnli_hi,xnli_th
1732,tehiro/qwen3-structeval-lora,0.5072782258064517,0.78,0.49,0.37,0.79,0.91,0.32,0.54,0.05,0.23,0.56,0.39,0.33,0.0,0.63,0.78,0.61,0.73,0.64,0.81,0.8,0.9,0.59,0.03,0.63,0.42,0.41,0.13,0.12,0.08,0.16,0.0,0.89,0.35,0.71,0.53,0.79,0.35,0.36,0.55,0.28125,0.79,0.54,0.65,0.68,0.62,0.38,0.94,0.28,0.57,0.75,0.89,0.64,0.82,0.26,0.11,0.48,0.45,0.63,0.5,0.61,0.38,0.44
1733,tenyyprn/qwen3-4b-structeval-exp15,0.5852083333333333,0.79,0.53,0.25,0.9,0.97,0.38,0.74,0.16,0.38,0.65,0.43,0.41,0.1,0.63,0.8,0.86,0.71,0.89,0.82,0.85,0.84,0.78,0.19,0.76,0.47,0.61,0.26,0.08,0.07,0.37,0.01,0.9,0.41,0.9,0.62,0.84,0.55,0.47,0.73,0.3229166666666667,0.86,0.69,0.88,0.72,0.45,0.53,0.95,0.24,0.61,0.73,0.8,0.7,0.95,0.32,0.13,0.52,0.63,0.77,0.66,0.66,0.49,0.56
1734,tenyyprn/qwen3-4b-structeval-exp28-sft,0.4411693548387097,0.6,0.44,0.28,0.65,0.77,0.3,0.57,0.13,0.14,0.18,0.41,0.29,0.01,0.54,0.76,0.63,0.82,0.87,0.81,0.85,0.87,0.44,0.01,0.66,0.45,0.37,0.16,0.12,0.12,0.11,0.0,0.76,0.3,0.75,0.59,0.61,0.28,0.41,0.67,0.0625,0.7,0.45,0.8,0.51,0.43,0.06,0.78,0.02,0.53,0.67,0.64,0.32,0.57,0.2,0.14,0.27,0.46,0.47,0.39,0.44,0.36,0.35
1735,th4ddeus/my-upload-token_15,0.543393817204301,0.8,0.5,0.46,0.84,0.95,0.27,0.6,0.06,0.32,0.59,0.43,0.32,0.0,0.64,0.83,0.7,0.74,0.75,0.79,0.85,0.95,0.62,0.05,0.74,0.45,0.54,0.14,0.16,0.08,0.2,0.0,0.93,0.43,0.83,0.48,0.81,0.29,0.4,0.6,0.2604166666666667,0.79,0.49,0.74,0.69,0.69,0.4,0.93,0.23,0.6,0.83,0.92,0.64,0.92,0.3,0.12,0.5,0.57,0.67,0.61,0.62,0.48,0.55
1736,thetmon/alfv5,0.5235752688172044,0.77,0.52,0.1,0.89,0.94,0.36,0.68,0.22,0.28,0.59,0.42,0.3,0.04,0.56,0.82,0.74,0.71,0.9,0.85,0.88,0.96,0.38,0.0,0.69,0.54,0.51,0.18,0.1,0.07,0.21,0.0,0.89,0.53,0.87,0.6,0.44,0.14,0.41,0.75,0.041666666666666664,0.83,0.67,0.87,0.66,0.47,0.04,0.93,0.0,0.62,0.75,0.78,0.7,0.93,0.38,0.14,0.3,0.61,0.65,0.62,0.6,0.47,0.56
1737,thetmon/c1,0.5680981182795698,0.8,0.56,0.4,0.85,0.97,0.21,0.66,0.06,0.35,0.66,0.41,0.31,0.0,0.59,0.8,0.85,0.7,0.87,0.81,0.87,0.96,0.59,0.04,0.76,0.52,0.6,0.29,0.09,0.06,0.36,0.0,0.92,0.46,0.9,0.56,0.83,0.37,0.43,0.68,0.3020833333333333,0.84,0.68,0.85,0.68,0.61,0.45,0.95,0.21,0.62,0.82,0.88,0.67,0.82,0.34,0.15,0.5,0.63,0.7,0.67,0.62,0.49,0.59
1738,thetmon/c10,0.4873521505376344,0.78,0.55,0.1,0.84,0.89,0.35,0.69,0.22,0.15,0.58,0.41,0.27,0.09,0.53,0.76,0.73,0.72,0.8,0.77,0.85,0.92,0.33,0.0,0.65,0.41,0.48,0.09,0.09,0.12,0.26,0.01,0.85,0.4,0.76,0.38,0.12,0.22,0.42,0.72,0.14583333333333334,0.87,0.26,0.6,0.71,0.42,0.04,0.95,0.0,0.61,0.53,0.83,0.71,0.82,0.31,0.08,0.37,0.61,0.68,0.61,0.62,0.49,0.64
1739,thetmon/c11,0.5579233870967742,0.81,0.48,0.27,0.86,0.95,0.35,0.78,0.16,0.3,0.59,0.41,0.34,0.16,0.59,0.79,0.76,0.72,0.91,0.85,0.82,0.96,0.77,0.04,0.81,0.55,0.59,0.24,0.06,0.14,0.28,0.01,0.9,0.42,0.88,0.66,0.5,0.42,0.42,0.73,0.28125,0.86,0.57,0.85,0.63,0.46,0.32,0.93,0.17,0.57,0.73,0.81,0.71,0.9,0.35,0.15,0.52,0.56,0.68,0.62,0.58,0.5,0.56
1740,thetmon/c14,0.5461021505376344,0.69,0.53,0.27,0.84,0.94,0.44,0.73,0.27,0.28,0.58,0.41,0.36,0.23,0.61,0.78,0.77,0.74,0.9,0.81,0.87,0.94,0.44,0.01,0.69,0.45,0.53,0.18,0.06,0.14,0.3,0.01,0.87,0.51,0.9,0.66,0.31,0.35,0.43,0.75,0.20833333333333334,0.86,0.67,0.87,0.61,0.42,0.15,0.93,0.21,0.59,0.77,0.8,0.66,0.88,0.37,0.09,0.53,0.63,0.7,0.61,0.6,0.55,0.57
1741,thetmon/c15,0.5572446236559141,0.7,0.54,0.36,0.85,0.95,0.3,0.68,0.27,0.32,0.61,0.42,0.33,0.15,0.59,0.82,0.84,0.73,0.92,0.82,0.89,0.94,0.63,0.02,0.68,0.5,0.56,0.26,0.1,0.14,0.36,0.01,0.85,0.49,0.91,0.63,0.81,0.47,0.39,0.75,0.22916666666666666,0.84,0.54,0.85,0.58,0.42,0.15,0.95,0.17,0.59,0.66,0.74,0.63,0.89,0.35,0.13,0.51,0.61,0.69,0.65,0.61,0.58,0.59
1742,thetmon/c16,0.5421572580645161,0.75,0.52,0.29,0.84,0.94,0.41,0.67,0.07,0.28,0.57,0.41,0.35,0.21,0.62,0.77,0.84,0.69,0.93,0.84,0.87,0.94,0.51,0.03,0.67,0.47,0.57,0.18,0.12,0.12,0.15,0.01,0.89,0.45,0.86,0.61,0.59,0.38,0.44,0.75,0.09375,0.85,0.65,0.84,0.61,0.44,0.2,0.94,0.11,0.6,0.8,0.82,0.64,0.93,0.37,0.14,0.5,0.61,0.65,0.6,0.58,0.5,0.53
1743,thetmon/c17,0.41451612903225804,0.56,0.42,0.11,0.61,0.82,0.3,0.52,0.1,0.19,0.35,0.42,0.24,0.0,0.36,0.71,0.68,0.68,0.65,0.79,0.8,0.83,0.52,0.0,0.59,0.35,0.22,0.03,0.09,0.11,0.07,0.0,0.88,0.42,0.37,0.4,0.55,0.18,0.36,0.61,0.0,0.84,0.01,0.5,0.46,0.43,0.0,0.87,0.0,0.56,0.61,0.64,0.57,0.8,0.27,0.06,0.08,0.5,0.6,0.55,0.58,0.43,0.45
1744,thetmon/c19,0.460981182795699,0.8,0.5,0.14,0.64,0.74,0.38,0.65,0.22,0.27,0.4,0.4,0.23,0.19,0.55,0.76,0.51,0.72,0.76,0.8,0.87,0.94,0.35,0.0,0.69,0.38,0.47,0.07,0.09,0.08,0.03,0.0,0.86,0.43,0.52,0.37,0.26,0.11,0.47,0.58,0.020833333333333332,0.78,0.12,0.51,0.48,0.42,0.0,0.94,0.01,0.56,0.77,0.74,0.71,0.89,0.37,0.14,0.33,0.59,0.69,0.61,0.64,0.52,0.51
1745,thetmon/c2,0.5695362903225806,0.79,0.56,0.39,0.86,0.97,0.23,0.62,0.07,0.35,0.66,0.4,0.36,0.0,0.62,0.8,0.85,0.73,0.86,0.8,0.87,0.96,0.57,0.04,0.78,0.51,0.61,0.32,0.08,0.06,0.42,0.0,0.92,0.47,0.9,0.56,0.86,0.36,0.4,0.7,0.28125,0.83,0.67,0.85,0.7,0.59,0.46,0.95,0.19,0.65,0.82,0.88,0.68,0.82,0.36,0.15,0.45,0.61,0.7,0.65,0.64,0.48,0.59
1746,thetmon/c20,0.5171841397849463,0.8,0.45,0.32,0.8,0.88,0.36,0.74,0.06,0.19,0.53,0.38,0.23,0.12,0.58,0.81,0.75,0.72,0.81,0.8,0.85,0.9,0.59,0.02,0.69,0.43,0.59,0.22,0.11,0.2,0.12,0.01,0.89,0.42,0.84,0.55,0.54,0.29,0.43,0.7,0.13541666666666666,0.84,0.55,0.79,0.59,0.46,0.19,0.95,0.13,0.57,0.69,0.87,0.68,0.85,0.3,0.13,0.54,0.47,0.62,0.51,0.59,0.43,0.46
1747,thetmon/c21,0.5324260752688171,0.8,0.51,0.25,0.73,0.92,0.36,0.67,0.32,0.23,0.58,0.4,0.31,0.0,0.57,0.77,0.87,0.76,0.91,0.82,0.88,0.94,0.64,0.0,0.7,0.47,0.54,0.11,0.11,0.09,0.06,0.01,0.91,0.51,0.86,0.54,0.73,0.21,0.44,0.73,0.2604166666666667,0.88,0.7,0.82,0.58,0.43,0.07,0.91,0.02,0.59,0.73,0.79,0.67,0.86,0.27,0.08,0.47,0.61,0.7,0.62,0.63,0.51,0.55
1748,thetmon/c22,0.5742069892473118,0.78,0.54,0.34,0.8,0.95,0.38,0.66,0.21,0.33,0.53,0.42,0.35,0.29,0.56,0.82,0.86,0.73,0.92,0.8,0.84,0.96,0.79,0.07,0.84,0.48,0.53,0.23,0.07,0.18,0.34,0.01,0.89,0.51,0.88,0.65,0.77,0.45,0.42,0.74,0.2708333333333333,0.84,0.77,0.83,0.64,0.44,0.29,0.94,0.24,0.61,0.73,0.81,0.66,0.93,0.37,0.14,0.49,0.61,0.7,0.63,0.67,0.5,0.57
1749,thetmon/c23,0.540853494623656,0.72,0.55,0.21,0.79,0.92,0.42,0.71,0.11,0.22,0.57,0.39,0.3,0.11,0.64,0.78,0.81,0.72,0.86,0.82,0.84,0.91,0.68,0.02,0.63,0.45,0.59,0.17,0.13,0.16,0.26,0.01,0.86,0.33,0.86,0.58,0.81,0.29,0.42,0.73,0.07291666666666667,0.86,0.77,0.85,0.72,0.46,0.17,0.94,0.03,0.6,0.69,0.82,0.65,0.88,0.3,0.08,0.56,0.64,0.69,0.67,0.63,0.51,0.56
1750,thetmon/c5,0.5457594086021507,0.76,0.53,0.28,0.79,0.93,0.36,0.73,0.22,0.28,0.57,0.4,0.33,0.25,0.57,0.78,0.83,0.74,0.93,0.86,0.9,0.92,0.59,0.02,0.71,0.51,0.55,0.15,0.16,0.09,0.25,0.0,0.88,0.47,0.89,0.58,0.69,0.35,0.37,0.71,0.17708333333333334,0.84,0.59,0.82,0.64,0.43,0.12,0.95,0.17,0.62,0.78,0.74,0.67,0.84,0.31,0.15,0.49,0.63,0.68,0.62,0.63,0.49,0.52
1751,thetmon/c7,0.5534879032258065,0.77,0.56,0.27,0.81,0.95,0.41,0.73,0.15,0.33,0.61,0.43,0.29,0.14,0.53,0.78,0.88,0.76,0.94,0.83,0.91,0.94,0.83,0.01,0.61,0.47,0.61,0.21,0.12,0.13,0.21,0.01,0.84,0.48,0.9,0.63,0.81,0.3,0.42,0.74,0.15625,0.86,0.71,0.86,0.62,0.45,0.2,0.88,0.05,0.62,0.64,0.69,0.66,0.83,0.35,0.16,0.46,0.65,0.69,0.69,0.63,0.54,0.57
1752,thetmon/c8,0.538622311827957,0.63,0.49,0.28,0.86,0.95,0.44,0.75,0.12,0.33,0.58,0.39,0.21,0.08,0.61,0.78,0.8,0.74,0.87,0.76,0.87,0.94,0.71,0.02,0.71,0.5,0.53,0.17,0.1,0.16,0.34,0.01,0.89,0.47,0.83,0.61,0.76,0.3,0.38,0.76,0.11458333333333333,0.85,0.4,0.83,0.67,0.46,0.13,0.97,0.01,0.6,0.82,0.83,0.69,0.9,0.34,0.13,0.54,0.56,0.64,0.57,0.62,0.47,0.52
1753,thetmon/c9,0.4688844086021506,0.77,0.49,0.14,0.76,0.91,0.24,0.79,0.11,0.25,0.44,0.4,0.09,0.0,0.36,0.74,0.82,0.71,0.55,0.8,0.83,0.89,0.75,0.0,0.7,0.49,0.49,0.1,0.07,0.1,0.01,0.0,0.86,0.29,0.42,0.48,0.4,0.21,0.38,0.6,0.020833333333333332,0.87,0.08,0.73,0.56,0.44,0.0,0.95,0.0,0.57,0.78,0.84,0.66,0.87,0.31,0.01,0.45,0.59,0.66,0.57,0.62,0.47,0.58
1754,thetmon/lora1,0.5701680107526882,0.79,0.56,0.4,0.86,0.97,0.25,0.56,0.05,0.4,0.66,0.41,0.34,0.0,0.61,0.8,0.88,0.72,0.84,0.8,0.87,0.98,0.67,0.05,0.73,0.53,0.6,0.31,0.08,0.07,0.38,0.0,0.92,0.44,0.89,0.57,0.84,0.38,0.38,0.68,0.2604166666666667,0.85,0.7,0.83,0.7,0.6,0.45,0.94,0.2,0.64,0.82,0.89,0.68,0.87,0.32,0.17,0.55,0.6,0.69,0.66,0.64,0.47,0.55
1755,thetmon/s1,0.46501344086021495,0.75,0.52,0.2,0.75,0.91,0.32,0.63,0.05,0.29,0.48,0.41,0.29,0.0,0.54,0.77,0.74,0.81,0.79,0.86,0.86,0.91,0.43,0.07,0.63,0.33,0.38,0.1,0.12,0.08,0.1,0.0,0.84,0.44,0.72,0.49,0.75,0.15,0.4,0.63,0.020833333333333332,0.75,0.25,0.74,0.59,0.54,0.0,0.77,0.01,0.56,0.78,0.88,0.44,0.78,0.25,0.05,0.0,0.45,0.57,0.55,0.5,0.39,0.42
1756,thetmon/v10-lora-repo,0.5737163978494625,0.8,0.56,0.4,0.86,0.96,0.23,0.57,0.05,0.37,0.66,0.43,0.34,0.01,0.64,0.82,0.87,0.72,0.82,0.79,0.88,0.97,0.72,0.09,0.72,0.54,0.6,0.28,0.11,0.07,0.35,0.0,0.93,0.42,0.89,0.59,0.84,0.39,0.37,0.69,0.2604166666666667,0.83,0.7,0.85,0.69,0.63,0.46,0.94,0.21,0.63,0.84,0.9,0.67,0.86,0.35,0.15,0.56,0.62,0.68,0.66,0.67,0.5,0.56
1757,thetmon/vfinal-lora-repo,0.5719354838709678,0.8,0.56,0.41,0.87,0.97,0.25,0.57,0.05,0.39,0.67,0.42,0.37,0.0,0.61,0.8,0.87,0.72,0.83,0.81,0.88,0.96,0.68,0.05,0.72,0.52,0.6,0.31,0.1,0.07,0.36,0.0,0.91,0.44,0.89,0.59,0.84,0.39,0.39,0.69,0.25,0.85,0.68,0.82,0.71,0.63,0.45,0.95,0.22,0.66,0.82,0.88,0.69,0.87,0.34,0.15,0.55,0.59,0.7,0.64,0.65,0.47,0.53
1758,tiro-r7/agent-qwen3-4b-structured-output-lora,0.5695362903225805,0.8,0.55,0.41,0.87,0.96,0.25,0.62,0.05,0.36,0.63,0.43,0.38,0.0,0.64,0.83,0.86,0.71,0.83,0.79,0.87,0.96,0.7,0.07,0.75,0.49,0.64,0.26,0.14,0.08,0.35,0.0,0.93,0.44,0.91,0.57,0.83,0.29,0.38,0.69,0.28125,0.82,0.65,0.85,0.7,0.66,0.43,0.95,0.23,0.64,0.81,0.88,0.69,0.86,0.33,0.17,0.45,0.59,0.72,0.62,0.62,0.48,0.56
1759,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v02,0.5664583333333334,0.78,0.54,0.43,0.86,0.93,0.24,0.54,0.05,0.35,0.64,0.41,0.33,0.0,0.64,0.84,0.87,0.71,0.82,0.8,0.88,0.93,0.72,0.1,0.73,0.53,0.62,0.3,0.14,0.08,0.3,0.0,0.93,0.44,0.88,0.58,0.84,0.38,0.42,0.67,0.2604166666666667,0.8,0.65,0.81,0.71,0.62,0.44,0.94,0.2,0.64,0.83,0.87,0.66,0.84,0.34,0.14,0.51,0.6,0.67,0.65,0.65,0.49,0.55
1760,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v04,0.5632392473118277,0.79,0.55,0.38,0.8,0.94,0.24,0.54,0.06,0.34,0.61,0.42,0.34,0.01,0.63,0.81,0.84,0.71,0.81,0.81,0.87,0.94,0.72,0.06,0.69,0.51,0.6,0.29,0.06,0.1,0.29,0.01,0.93,0.44,0.88,0.63,0.84,0.39,0.4,0.65,0.2708333333333333,0.83,0.7,0.78,0.68,0.56,0.45,0.95,0.25,0.62,0.83,0.91,0.66,0.82,0.32,0.16,0.5,0.65,0.67,0.67,0.67,0.53,0.51
1761,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v05,0.5666129032258065,0.79,0.54,0.43,0.85,0.96,0.24,0.54,0.05,0.37,0.63,0.4,0.32,0.0,0.64,0.82,0.87,0.71,0.84,0.8,0.88,0.95,0.7,0.1,0.73,0.52,0.63,0.33,0.1,0.08,0.3,0.0,0.93,0.45,0.88,0.59,0.83,0.4,0.39,0.67,0.25,0.8,0.64,0.81,0.69,0.58,0.44,0.94,0.21,0.66,0.82,0.87,0.68,0.86,0.35,0.17,0.51,0.6,0.69,0.64,0.63,0.48,0.55
1762,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v06,0.5607997311827959,0.79,0.53,0.39,0.81,0.94,0.25,0.56,0.06,0.35,0.6,0.42,0.35,0.01,0.62,0.82,0.83,0.72,0.83,0.81,0.87,0.94,0.72,0.07,0.67,0.51,0.63,0.26,0.09,0.1,0.28,0.01,0.92,0.44,0.87,0.6,0.84,0.4,0.39,0.66,0.23958333333333334,0.82,0.64,0.76,0.68,0.64,0.41,0.94,0.24,0.62,0.81,0.89,0.66,0.85,0.32,0.18,0.53,0.62,0.67,0.61,0.63,0.52,0.53
1763,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v07,0.5653494623655914,0.79,0.54,0.41,0.82,0.93,0.25,0.54,0.05,0.34,0.64,0.42,0.32,0.0,0.64,0.83,0.85,0.73,0.85,0.8,0.86,0.95,0.74,0.1,0.69,0.52,0.62,0.24,0.09,0.09,0.33,0.0,0.92,0.43,0.87,0.61,0.83,0.4,0.41,0.68,0.2916666666666667,0.82,0.65,0.79,0.67,0.62,0.41,0.94,0.21,0.63,0.82,0.87,0.65,0.86,0.33,0.16,0.58,0.61,0.67,0.64,0.64,0.51,0.55
1764,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v08,0.5668077956989246,0.79,0.53,0.39,0.81,0.94,0.26,0.57,0.06,0.35,0.57,0.42,0.33,0.01,0.64,0.84,0.83,0.73,0.83,0.81,0.87,0.96,0.75,0.07,0.66,0.51,0.61,0.26,0.09,0.1,0.26,0.0,0.92,0.44,0.88,0.61,0.83,0.42,0.4,0.67,0.3020833333333333,0.82,0.67,0.79,0.67,0.62,0.4,0.94,0.24,0.6,0.82,0.89,0.65,0.88,0.34,0.2,0.55,0.65,0.69,0.62,0.69,0.54,0.55
1765,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v09,0.5598924731182796,0.79,0.54,0.39,0.81,0.93,0.25,0.53,0.07,0.35,0.58,0.42,0.32,0.01,0.63,0.82,0.83,0.71,0.83,0.81,0.87,0.95,0.75,0.07,0.67,0.49,0.61,0.24,0.08,0.1,0.25,0.01,0.91,0.46,0.85,0.62,0.83,0.4,0.37,0.66,0.3333333333333333,0.81,0.67,0.77,0.65,0.62,0.39,0.94,0.29,0.6,0.82,0.88,0.64,0.86,0.28,0.17,0.51,0.65,0.67,0.65,0.64,0.5,0.56
1766,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v10,0.5637298387096775,0.8,0.54,0.38,0.81,0.94,0.22,0.51,0.05,0.35,0.56,0.4,0.34,0.0,0.65,0.83,0.86,0.74,0.85,0.8,0.87,0.94,0.72,0.07,0.69,0.51,0.63,0.3,0.11,0.09,0.37,0.0,0.93,0.46,0.89,0.59,0.84,0.39,0.37,0.68,0.28125,0.8,0.67,0.8,0.68,0.62,0.42,0.94,0.23,0.62,0.82,0.88,0.65,0.86,0.32,0.14,0.53,0.64,0.67,0.64,0.62,0.5,0.54
1767,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v11,0.5635618279569894,0.8,0.54,0.42,0.8,0.94,0.25,0.53,0.05,0.36,0.57,0.4,0.34,0.01,0.65,0.82,0.83,0.74,0.84,0.8,0.87,0.95,0.71,0.07,0.66,0.5,0.63,0.28,0.12,0.1,0.32,0.0,0.92,0.44,0.87,0.61,0.84,0.42,0.39,0.69,0.2708333333333333,0.81,0.67,0.78,0.68,0.66,0.42,0.94,0.22,0.61,0.82,0.88,0.65,0.88,0.32,0.18,0.5,0.61,0.67,0.63,0.63,0.49,0.54
1768,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v12,0.5695430107526883,0.81,0.55,0.39,0.82,0.92,0.26,0.55,0.06,0.36,0.64,0.41,0.35,0.02,0.62,0.83,0.84,0.72,0.85,0.81,0.88,0.97,0.7,0.07,0.68,0.5,0.64,0.3,0.11,0.1,0.31,0.0,0.94,0.44,0.87,0.62,0.83,0.43,0.41,0.7,0.2916666666666667,0.81,0.68,0.83,0.67,0.59,0.43,0.93,0.22,0.62,0.83,0.87,0.67,0.87,0.34,0.19,0.55,0.62,0.67,0.62,0.63,0.52,0.55
1769,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v13,0.5643481182795699,0.79,0.55,0.42,0.81,0.94,0.22,0.51,0.07,0.37,0.63,0.39,0.33,0.0,0.63,0.81,0.83,0.74,0.86,0.81,0.87,0.97,0.68,0.07,0.69,0.51,0.63,0.29,0.1,0.08,0.29,0.0,0.93,0.46,0.86,0.6,0.83,0.37,0.41,0.69,0.23958333333333334,0.81,0.64,0.81,0.67,0.64,0.41,0.92,0.23,0.63,0.82,0.89,0.65,0.87,0.33,0.15,0.56,0.64,0.66,0.63,0.66,0.53,0.56
1770,tk256ailab/qwen3-4b-instruct-2507-structt-cotmask-lora-v14,0.5674462365591396,0.8,0.56,0.4,0.82,0.94,0.24,0.57,0.05,0.37,0.61,0.41,0.32,0.0,0.65,0.83,0.86,0.75,0.85,0.82,0.86,0.95,0.68,0.11,0.72,0.5,0.61,0.24,0.09,0.09,0.33,0.0,0.93,0.44,0.85,0.59,0.85,0.4,0.39,0.69,0.2916666666666667,0.8,0.63,0.83,0.66,0.62,0.43,0.93,0.24,0.62,0.83,0.88,0.66,0.86,0.32,0.15,0.53,0.64,0.69,0.66,0.64,0.54,0.56
1771,tkan/qwen6,0.5384543010752688,0.77,0.49,0.35,0.83,0.95,0.34,0.61,0.05,0.27,0.47,0.38,0.34,0.01,0.61,0.8,0.72,0.68,0.81,0.82,0.81,0.97,0.66,0.04,0.77,0.46,0.54,0.22,0.1,0.12,0.21,0.0,0.94,0.4,0.75,0.5,0.8,0.39,0.4,0.53,0.3541666666666667,0.76,0.49,0.7,0.69,0.64,0.37,0.94,0.3,0.58,0.82,0.89,0.7,0.86,0.29,0.11,0.52,0.57,0.71,0.61,0.64,0.43,0.5
1772,tkmrkt/qwen3-4b-structured-output-lora-tkmrkt,0.5296908602150537,0.78,0.5,0.41,0.78,0.92,0.22,0.52,0.03,0.25,0.48,0.41,0.33,0.02,0.61,0.81,0.71,0.75,0.74,0.83,0.79,0.94,0.56,0.02,0.59,0.45,0.56,0.23,0.12,0.12,0.32,0.0,0.9,0.46,0.76,0.6,0.83,0.36,0.41,0.54,0.2708333333333333,0.79,0.63,0.72,0.61,0.57,0.45,0.91,0.21,0.57,0.76,0.94,0.64,0.85,0.22,0.15,0.5,0.58,0.68,0.62,0.64,0.41,0.46
1773,tkmrkt/qwen3-4b-structured-output-lora-tkmrkt-edited,0.46178763440860215,0.77,0.46,0.2,0.66,0.78,0.23,0.53,0.08,0.18,0.32,0.4,0.23,0.24,0.61,0.78,0.64,0.74,0.81,0.67,0.77,0.82,0.6,0.0,0.63,0.34,0.28,0.13,0.1,0.08,0.1,0.0,0.87,0.23,0.7,0.43,0.65,0.28,0.33,0.55,0.2708333333333333,0.7,0.46,0.69,0.51,0.5,0.39,0.89,0.16,0.57,0.64,0.86,0.52,0.69,0.19,0.12,0.48,0.41,0.58,0.49,0.52,0.39,0.38
1774,tmdoi/lora-structeval-sft-0204,0.5688978494623655,0.79,0.56,0.4,0.86,0.97,0.27,0.59,0.05,0.34,0.63,0.41,0.38,0.01,0.64,0.82,0.86,0.7,0.79,0.79,0.87,0.97,0.75,0.08,0.74,0.49,0.6,0.25,0.13,0.06,0.36,0.01,0.92,0.42,0.91,0.56,0.83,0.3,0.4,0.7,0.2916666666666667,0.82,0.67,0.82,0.7,0.65,0.47,0.95,0.23,0.63,0.81,0.88,0.68,0.86,0.33,0.19,0.47,0.59,0.73,0.63,0.66,0.47,0.53
1775,tmhdnishimura/llm_final_assignment,0.5269153225806451,0.78,0.5,0.4,0.84,0.92,0.31,0.54,0.05,0.26,0.45,0.37,0.35,0.0,0.62,0.77,0.73,0.68,0.82,0.8,0.8,0.94,0.53,0.04,0.76,0.48,0.56,0.19,0.15,0.11,0.19,0.0,0.92,0.38,0.74,0.47,0.82,0.33,0.36,0.53,0.21875,0.74,0.56,0.71,0.67,0.64,0.39,0.94,0.27,0.6,0.8,0.9,0.67,0.84,0.28,0.15,0.52,0.55,0.68,0.58,0.6,0.41,0.46
1776,tmiyamoto/qwen3-4b-20260206_1340-exp07-LR2e-6,0.5501747311827957,0.79,0.54,0.35,0.87,0.96,0.25,0.58,0.06,0.34,0.58,0.4,0.34,0.0,0.62,0.8,0.85,0.71,0.8,0.81,0.86,0.92,0.62,0.0,0.73,0.49,0.61,0.18,0.1,0.06,0.32,0.0,0.91,0.42,0.87,0.53,0.84,0.28,0.4,0.69,0.2708333333333333,0.83,0.65,0.79,0.7,0.59,0.53,0.95,0.25,0.63,0.83,0.86,0.68,0.81,0.35,0.18,0.21,0.57,0.71,0.63,0.62,0.45,0.54
1777,tmiyamoto/qwen3-4b-20260207_1646-exp13-supplement,0.5467674731182794,0.74,0.53,0.38,0.84,0.97,0.27,0.55,0.08,0.34,0.62,0.4,0.34,0.01,0.64,0.81,0.85,0.73,0.74,0.82,0.88,0.9,0.68,0.02,0.58,0.47,0.58,0.27,0.08,0.09,0.4,0.0,0.87,0.53,0.9,0.58,0.82,0.41,0.42,0.69,0.23958333333333334,0.87,0.51,0.75,0.57,0.56,0.49,0.92,0.19,0.62,0.79,0.81,0.7,0.83,0.31,0.15,0.33,0.55,0.68,0.62,0.61,0.46,0.51
1778,tmiyamoto/qwen3-4b-20260223_1603-exp04a-v5v4only,0.577271505376344,0.75,0.55,0.39,0.89,0.96,0.36,0.75,0.19,0.37,0.63,0.43,0.4,0.06,0.67,0.8,0.86,0.7,0.9,0.82,0.89,0.95,0.78,0.09,0.61,0.53,0.6,0.29,0.11,0.02,0.38,0.01,0.88,0.54,0.89,0.58,0.76,0.4,0.45,0.72,0.2708333333333333,0.85,0.75,0.89,0.74,0.48,0.42,0.96,0.22,0.6,0.72,0.76,0.71,0.94,0.35,0.18,0.39,0.62,0.68,0.62,0.6,0.5,0.58
